1.000000000000000000e+00,9.999999999999923395e-01,9.999999999999904521e-01,9.999999999999875655e-01,9.999999999999852340e-01,9.999999999999849010e-01,9.999999999999835687e-01,9.999999999999922284e-01,9.999999999999920064e-01,9.999999999999875655e-01,9.999999999999878986e-01,9.999999999999862332e-01,9.999999999999852340e-01,9.999999999999904521e-01,9.999999999999878986e-01,9.999999999999863443e-01,9.999999999999844569e-01,9.999999999999847899e-01,9.999999999999873435e-01,9.999999999999844569e-01,9.999999999999855671e-01,9.999999999999846789e-01,9.999999999999847899e-01,9.999999999999842348e-01,9.999999999999850120e-01,9.999999999999844569e-01,9.999999999999847899e-01,9.999999999999833467e-01
-0.000000000000000000e+00,-4.010925065749028871e-03,4.564048206417098408e-02,-2.189647805937108560e-01,5.568152401388961614e-01,-7.420103360499346046e-01,3.281159802848119811e-01,-0.000000000000000000e+00,2.282024103208843413e-02,-1.459765203958093560e-01,4.176114301041741750e-01,-5.936082688399476615e-01,2.734299835706761050e-01,-0.000000000000000000e+00,-7.298826019790527475e-02,2.784076200694484138e-01,-4.452062016299606628e-01,2.187439868565399792e-01,-0.000000000000000000e+00,1.392038100347224028e-01,-2.968041344199727760e-01,1.640579901424051856e-01,-0.000000000000000000e+00,-1.484020672099854721e-01,1.093719934282705586e-01,-0.000000000000000000e+00,5.468599671413508501e-02,-0.000000000000000000e+00
0.000000000000000000e+00,-5.016488351295507464e-02,3.173792418182468933e-01,-7.060590626402670766e-01,4.929167618573360721e-01,3.072152382355686773e-01,-3.077239010705898337e-01,0.000000000000000000e+00,1.586896209091160637e-01,-4.707060417601831026e-01,3.696875713930071750e-01,2.457721905884574787e-01,-2.564365842254946459e-01,0.000000000000000000e+00,-2.353530208800941326e-01,2.464583809286745864e-01,1.843291429413453364e-01,-2.051492673803964051e-01,0.000000000000000000e+00,1.232291904643382646e-01,1.228860952942312929e-01,-1.538619505352980810e-01,0.000000000000000000e+00,6.144304764711543132e-02,-1.025746336902001038e-01,0.000000000000000000e+00,-5.128731684510123151e-02,0.000000000000000000e+00
-0.000000000000000000e+00,2.405151778541604335e-01,-7.183599373792107778e-01,3.138058751714124517e-01,5.151593854282414675e-01,5.008158280432673665e-02,-3.065804312550298172e-01,-0.000000000000000000e+00,-3.591799686896057775e-01,2.092039167809384703e-01,3.863695390711778255e-01,4.006526624346008758e-02,-2.554836927125243018e-01,-0.000000000000000000e+00,1.046019583904677919e-01,2.575796927141174031e-01,3.004894968259510385e-02,-2.043869541700185921e-01,-0.000000000000000000e+00,1.287898463570580077e-01,2.003263312173023461e-02,-1.532902156275129379e-01,-0.000000000000000000e+00,1.001631656086524914e-02,-1.021934770850079360e-01,-0.000000000000000000e+00,-5.109673854250323943e-02,-0.000000000000000000e+00
-0.000000000000000000e+00,5.952002976013888169e-01,-4.157895420656256835e-01,-5.980622690316295120e-01,-2.480576603108072820e-01,1.319575628941684620e-01,3.228788509429573739e-01,-0.000000000000000000e+00,-2.078947710328130916e-01,-3.987081793544199892e-01,-1.860432452331058084e-01,1.055660503153348917e-01,2.690657091191316352e-01,-0.000000000000000000e+00,-1.993540896772102999e-01,-1.240288301554043765e-01,7.917453773650030835e-02,2.152525672953042590e-01,-0.000000000000000000e+00,-6.201441507770237560e-02,5.278302515766633562e-02,1.614394254714772714e-01,-0.000000000000000000e+00,2.639151257883274107e-02,1.076262836476507001e-01,-0.000000000000000000e+00,5.381314182382462841e-02,-0.000000000000000000e+00
-0.000000000000000000e+00,-5.423872004961233229e-01,-8.700203804991711865e-01,-1.061206974160500804e+00,-1.166517689132514191e+00,-1.218466223820670269e+00,-1.237841204853322941e+00,-0.000000000000000000e+00,-4.350101902495864259e-01,-7.074713161070007583e-01,-8.748882668493874748e-01,-9.747729790565382579e-01,-1.031534337377771893e+00,-0.000000000000000000e+00,-3.537356580535004347e-01,-5.832588445662576504e-01,-7.310797342924022502e-01,-8.252274699022165150e-01,-0.000000000000000000e+00,-2.916294222831278815e-01,-4.873864895282677967e-01,-6.189206024266619144e-01,-0.000000000000000000e+00,-2.436932447641326216e-01,-4.126137349511073693e-01,-0.000000000000000000e+00,-2.063068674755524634e-01,-0.000000000000000000e+00
-0.000000000000000000e+00,-8.043088133933005146e-01,-6.330158840211765892e-01,-2.404088894759661976e-01,9.181986001430651745e-02,2.931136846179251965e-01,3.757429111656257481e-01,-0.000000000000000000e+00,-3.165079420105884056e-01,-1.602725929839776686e-01,6.886489501072975972e-02,2.344909476943405069e-01,3.131190926380219564e-01,-0.000000000000000000e+00,-8.013629649198894533e-02,4.590993000715294647e-02,1.758682107707548181e-01,2.504952741104171654e-01,-0.000000000000000000e+00,2.295496500357624078e-02,1.172454738471696706e-01,1.878714555828124855e-01,-0.000000000000000000e+00,5.862273692358448141e-02,1.252476370552080276e-01,-0.000000000000000000e+00,6.262381852760338929e-02,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-4.010925065748969023e-03,2.282024103208818780e-02,-7.298826019790642661e-02,1.392038100347227636e-01,-1.484020672099859439e-01,5.468599671413596625e-02,4.564048206417106041e-02,-1.459765203958086344e-01,2.784076200694496350e-01,-2.968041344199731646e-01,1.093719934282704198e-01,-2.189647805937108560e-01,4.176114301041745636e-01,-4.452062016299604408e-01,1.640579901424054354e-01,5.568152401388961614e-01,-5.936082688399486607e-01,2.187439868565403400e-01,-7.420103360499346046e-01,2.734299835706761606e-01,3.281159802848119256e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,5.016488351295501219e-02,-1.586896209091176180e-01,2.353530208800940215e-01,-1.232291904643384312e-01,-6.144304764711590316e-02,5.128731684510023231e-02,-3.173792418182468933e-01,4.707060417601825475e-01,-2.464583809286737537e-01,-1.228860952942305435e-01,1.025746336902001871e-01,7.060590626402671877e-01,-3.696875713930066198e-01,-1.843291429413442262e-01,1.538619505352987749e-01,-4.929167618573360721e-01,-2.457721905884576452e-01,2.051492673803967659e-01,-3.072152382355687328e-01,2.564365842254932026e-01,3.077239010705898892e-01
-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.405151778541603780e-01,-3.591799686896061106e-01,1.046019583904677641e-01,1.287898463570586738e-01,1.001631656086561864e-02,-5.109673854250253860e-02,-7.183599373792107778e-01,2.092039167809385536e-01,2.575796927141172366e-01,2.003263312173019298e-02,-1.021934770850080887e-01,3.138058751714125072e-01,3.863695390711774369e-01,3.004894968259444812e-02,-1.532902156275134653e-01,5.151593854282414675e-01,4.006526624346002513e-02,-2.043869541700192305e-01,5.008158280432670195e-02,-2.554836927125238577e-01,-3.065804312550298727e-01
